ticket_id,customer_id,subject,priority,status,created_date,resolved_date,assigned_to
3992,2952,account issue,medium,closed,2023-09-10,2023-10-10,Ahmad Abdullah
3993,773,payment issue,low,resolved,2023-08-09,2023-08-31,Swati Nair
3994,2811,payment issue,low,pending,2023-07-24,2023-08-19,Siti Hassan
3995,1958,delivery delay,,resolved,2022-11-30,2022-12-13,Michael Brown
3996,307,account issue,medium,in progress,2024-05-30,2024-06-08,Tao Chen
3997,295,damaged item,low,open,2024-05-26,2024-06-07,Ahmad Hassan
3998,458,account issue,low,closed,2022-11-09,2022-11-27,Zul Abdullah
3999,931,refund request,high,closed,2023-04-24,2023-05-17,Ravi Iyer
4000,1377,damaged item,low,open,2023-08-14,2023-09-10,Ling Chen
4001,439,delivery delay,low,in progress,2024-04-21,2024-05-06,Jia Ming
4002,1409,account issue,low,open,2022-06-23,2022-07-16,Arjun Iyer
4003,403,account issue,medium,open,2023-01-19,2023-02-03,Sarah Brown
4004,244,delivery delay,low,open,2023-11-09,2023-12-04,Emily Miller
4005,2839,account issue,medium,in progress,2023-03-07,2023-03-15,Jia Liang
4006,551,payment issue,high,pending,2024-07-07,2024-07-17,Zul Abdullah
4007,894,refund request,medium,resolved,2022-10-01,,Siti Hassan
4008,2435,account issue,urgent,closed,2024-10-27,2024-10-27,Tao Ming
4009,88,payment issue,low,closed,2023-07-13,2023-07-16,Jia Li
4010,966,account issue,medium,closed,2022-08-02,2022-08-10,Swati Nair
4011,1027,refund request,high,resolved,2022-11-24,,Aminah Razak
4012,192,damaged item,low,closed,2024-03-08,2024-03-31,Tao Ming
4013,527,delivery delay,medium,in progress,2024-09-18,2024-09-22,David Johnson
4014,2849,refund request,high,closed,2024-03-04,2024-03-31,Michael Brown
4015,1116,account issue,medium,in progress,2024-08-28,,Nor Abdullah
4016,1373,refund request,low,open,2023-03-04,2023-03-28,Nor Rahman
4017,1268,damaged item,medium,closed,2022-01-12,2022-01-12,Sarah Davis
4018,2160,refund request,low,resolved,2022-12-22,2022-12-30,Michael Brown
4019,273,payment issue,medium,pending,2023-05-11,2023-06-06,Swati Singh
4020,1116,refund request,low,open,2023-10-24,2023-10-26,Ahmad Abdullah
4021,2026,refund request,medium,pending,2023-06-12,2023-06-25,Siti Hassan
4022,2156,delivery delay,low,closed,2023-08-02,2023-08-19,Sarah Davis
4023,181,payment issue,low,resolved,2023-05-29,2023-05-31,Ravi Singh
4024,1877,damaged item,high,resolved,2022-05-14,,Sarah Davis
4025,204,account issue,low,open,2023-12-30,,Nor Razak
4026,1726,account issue,urgent,in progress,2024-09-16,,Nor Hassan
4027,147,delivery delay,low,in progress,2023-10-31,,Sarah Miller
4028,56,delivery delay,low,resolved,2023-05-25,2023-05-27,Ahmad Abdullah
4029,102,account issue,high,closed,2022-05-05,2022-05-25,Ravi Iyer
4030,1833,delivery delay,low,closed,2024-07-28,2024-08-20,Ravi Singh
4031,2277,damaged item,low,resolved,2022-02-06,2022-03-08,Hua Chen
4032,2882,payment issue,medium,resolved,2024-05-26,2024-06-09,Laura Brown
4033,913,account issue,medium,closed,2024-09-14,2024-10-05,Ahmad Razak
4034,2854,payment issue,low,pending,2023-07-03,2023-07-05,Arjun Singh
4035,659,delivery delay,low,in progress,2022-02-23,2022-03-04,Nor Razak
4036,86,payment issue,low,closed,2024-01-26,,Ling Mei
4037,2202,account issue,medium,closed,2022-05-02,,Ahmad Abdullah
4038,1231,account issue,medium,pending,2023-01-14,,Tao Wong
4039,1070,account issue,low,open,2024-06-18,2024-07-05,Ahmad Abdullah
4040,51,payment issue,low,in progress,2023-11-21,2023-11-28,David Johnson
4041,1136,account issue,medium,resolved,2023-02-04,2023-02-28,Siti Hassan
4042,275,account issue,low,open,2023-06-01,2023-06-02,Tao Ming
4043,133,damaged item,low,closed,2022-11-26,2022-12-05,David Johnson
4044,2910,delivery delay,high,open,2022-04-10,,Ahmad Abdullah
4045,1335,account issue,urgent,in progress,2023-02-19,2023-02-24,Nor Rahman
4046,1108,damaged item,low,in progress,2023-09-22,,Wei Ming
4047,2420,account issue,medium,resolved,2023-01-31,2023-02-07,Wei Ming
4048,2753,payment issue,low,closed,2022-02-07,2022-03-03,Sarah Davis
4049,2171,refund request,high,pending,2024-09-11,2024-10-03,Hua Chen
4050,1599,delivery delay,low,resolved,2023-01-18,2023-01-30,Arjun Nair
4051,1232,refund request,medium,open,2022-03-01,2022-03-12,Hafiz Rahman
4052,2991,refund request,low,closed,2023-12-29,,Tao Mei
4053,798,account issue,low,in progress,2022-05-02,2022-05-17,Hafiz Rahman
4054,813,damaged item,low,open,2023-11-13,2023-11-15,Ahmad Abdullah
4055,314,damaged item,high,pending,2024-06-18,2024-07-14,Arjun Nair
4056,2027,damaged item,medium,closed,2022-08-18,2022-09-10,Hafiz Rahman
4057,2176,account issue,low,pending,2024-09-21,2024-09-30,Laura Brown
4058,432,delivery delay,high,closed,2024-06-10,,David Johnson
4059,1252,refund request,high,in progress,2022-12-10,2022-12-21,Hafiz Razak
4060,819,payment issue,low,open,2023-10-12,2023-10-30,Arjun Nair
4061,990,damaged item,low,resolved,2022-02-09,,Sarah Miller
4062,148,delivery delay,low,pending,2023-08-20,2023-08-30,Hafiz Rahman
4063,475,damaged item,medium,closed,2024-01-02,2024-01-10,Tao Wong
4064,2077,payment issue,low,open,2023-02-24,2023-02-24,Hafiz Rahman
4065,2540,payment issue,low,resolved,2022-11-01,,Nor Rahman
4066,2284,account issue,medium,open,2022-02-10,,Hafiz Ismail
4067,1763,account issue,low,closed,2024-09-02,,Tao Chen
4068,2361,delivery delay,medium,open,2023-11-02,,Jia Ming
4069,1569,damaged item,medium,open,2023-12-14,2023-12-15,Zul Abdullah
4070,896,delivery delay,low,in progress,2022-11-03,2022-11-29,Jia Liang
4071,1291,payment issue,low,resolved,2023-07-10,2023-08-05,Wei Ming
4072,2620,damaged item,medium,closed,2023-02-23,,Sarah Miller
4073,1521,payment issue,low,pending,2022-11-22,2022-11-30,Ahmad Rahman
4074,923,delivery delay,medium,in progress,2024-08-28,2024-09-20,Wei Ming
4075,2403,payment issue,high,closed,2022-11-12,2022-11-23,Ling Xiao
4076,1427,delivery delay,medium,in progress,2023-01-11,2023-01-16,Sarah Miller
4077,288,damaged item,high,closed,2023-02-27,,Chris Davis
4078,1631,delivery delay,medium,open,2022-03-23,2022-04-15,Ahmad Rahman
4079,2752,payment issue,high,open,2024-08-13,2024-09-07,Nor Rahman
4080,1497,delivery delay,low,pending,2023-08-15,2023-09-06,Michael Brown
4081,2976,refund request,low,in progress,2023-09-28,2023-09-29,Nor Rahman
4082,2665,delivery delay,low,open,2023-04-22,2023-05-16,Sarah Davis
4083,2831,refund request,high,open,2022-08-17,2022-09-06,Hafiz Razak
4084,251,damaged item,high,closed,2022-07-08,2022-07-25,Hafiz Rahman
4085,1497,payment issue,medium,open,2022-09-21,2022-09-23,Nor Razak
4086,857,refund request,low,pending,2023-12-31,2024-01-21,Ravi Iyer
4087,2974,account issue,low,in progress,2023-12-12,2023-12-18,Ling Xiao
4088,2008,payment issue,medium,open,2024-04-21,2024-05-07,Sarah Brown
4089,248,damaged item,,closed,2024-10-28,,Nor Abdullah
4090,1005,refund request,low,closed,2022-06-12,2022-07-02,Ravi Iyer
4091,1105,payment issue,medium,closed,2022-07-27,2022-08-25,Ahmad Abdullah
4092,8,damaged item,medium,in progress,2024-05-18,2024-06-03,David Johnson
4093,133,delivery delay,low,open,2023-10-29,2023-11-04,Arjun Singh
4094,2020,account issue,high,in progress,2022-03-14,2022-04-09,Emily Miller
4095,2134,damaged item,high,closed,2022-12-31,,Ahmad Rahman
4096,762,payment issue,high,in progress,2023-10-12,2023-10-20,Zul Abdullah
4097,2967,account issue,high,open,2022-02-14,2022-02-25,Hua Chen
4098,682,payment issue,low,in progress,2022-10-18,2022-10-29,Nor Hassan
4099,612,account issue,high,resolved,2024-06-02,2024-06-06,Emily Miller
4100,1920,damaged item,low,pending,2022-12-12,2022-12-26,Jia Xiao
4101,754,refund request,medium,in progress,2022-02-22,,Aminah Razak
4102,1550,account issue,low,in progress,2022-02-05,2022-02-25,Ahmad Rahman
4103,967,payment issue,low,resolved,2023-11-25,2023-12-20,Arjun Iyer
4104,2202,delivery delay,medium,open,2022-08-20,2022-08-26,David Miller
4105,5,damaged item,medium,resolved,2023-07-25,2023-08-22,Arjun Nair
4106,494,payment issue,high,open,2024-03-17,2024-04-16,Laura Brown
4107,2927,damaged item,high,open,2023-03-12,2023-03-31,Arjun Iyer
4108,82,refund request,urgent,resolved,2022-12-05,2022-12-18,Zul Abdullah
4109,767,damaged item,low,open,2024-04-10,2024-04-29,Hua Liang
4110,237,damaged item,medium,in progress,2023-04-09,2023-04-10,Tao Chen
4111,2301,refund request,medium,resolved,2022-02-09,2022-02-28,Arjun Iyer
4112,2829,delivery delay,,in progress,2023-11-23,,Ling Mei
4113,1995,refund request,low,open,2024-03-10,,Emily Miller
4114,14,refund request,low,pending,2023-09-13,,Hua Liang
4115,1406,damaged item,low,closed,2023-06-11,,Swati Singh
4116,2478,payment issue,high,in progress,2023-06-03,2023-06-04,Nor Abdullah
4117,2092,delivery delay,urgent,resolved,2022-07-03,2022-07-21,Emily Miller
4118,441,refund request,high,in progress,2023-10-18,2023-10-21,Ravi Singh
4119,411,refund request,medium,resolved,2022-03-12,,Sarah Miller
4120,1751,account issue,high,closed,2022-10-25,2022-10-27,Ravi Singh
4121,849,account issue,low,open,2023-02-06,,Swati Nair
4122,73,delivery delay,low,pending,2022-12-28,2023-01-24,Sarah Miller
4123,33,delivery delay,low,pending,2022-05-02,2022-05-02,Sarah Miller
4124,960,refund request,medium,open,2023-10-22,2023-11-02,Aminah Razak
4125,101,damaged item,high,closed,2024-01-08,2024-01-24,Ahmad Rahman
4126,206,damaged item,urgent,open,2023-11-07,,Ahmad Abdullah
4127,197,refund request,low,resolved,2022-11-30,2022-12-08,Arjun Iyer
4128,2474,damaged item,urgent,resolved,2024-08-18,,Nor Abdullah
4129,143,payment issue,medium,pending,2023-02-25,2023-03-16,Ahmad Rahman
4130,2468,delivery delay,low,closed,2023-06-28,2023-07-23,Hafiz Razak
4131,1043,refund request,low,in progress,2024-01-06,,John Smith
4132,1796,delivery delay,high,resolved,2024-01-17,,Tao Chen
4133,2113,payment issue,low,resolved,2023-05-08,2023-05-30,Nor Rahman
4134,1732,refund request,low,open,2024-08-26,,Chris Davis
4135,2580,payment issue,medium,resolved,2023-07-05,2023-07-24,Sarah Brown
4136,1631,refund request,medium,resolved,2023-07-08,2023-07-28,Wei Ming
4137,2165,delivery delay,medium,resolved,2023-08-12,,Wei Ming
4138,2641,refund request,medium,open,2023-08-08,2023-08-24,Ahmad Abdullah
4139,291,damaged item,medium,in progress,2024-01-17,,Arjun Iyer
4140,1475,account issue,medium,in progress,2023-06-03,2023-06-24,Nor Rahman
4141,2405,damaged item,high,pending,2023-09-09,2023-10-07,Sarah Miller
4142,1792,account issue,low,closed,2022-04-20,2022-04-28,Hua Chen
4143,2310,account issue,high,open,2022-10-11,2022-11-10,Ling Mei
4144,749,refund request,low,resolved,2023-03-13,,Aminah Razak
4145,2666,delivery delay,medium,closed,2023-01-27,2023-02-08,David Johnson
4146,750,refund request,medium,in progress,2022-10-02,2022-10-21,Sarah Brown
4147,2060,refund request,high,open,2023-02-20,2023-03-18,Tao Wong
4148,1631,refund request,high,open,2024-07-21,,Priya Kaur
4149,2848,damaged item,low,in progress,2023-01-21,,Ahmad Hassan
4150,969,refund request,medium,closed,2022-02-19,2022-02-21,Ahmad Hassan
4151,2543,refund request,high,pending,2023-06-28,,Emily Miller
4152,155,refund request,low,resolved,2022-07-19,2022-07-22,Arjun Nair
4153,856,delivery delay,urgent,in progress,2024-08-19,2024-08-22,Jia Xiao
4154,1957,refund request,high,in progress,2022-04-26,2022-05-01,Ahmad Rahman
4155,1709,refund request,high,pending,2022-04-29,2022-04-30,Jia Li
4156,2854,damaged item,low,in progress,2024-06-03,,Ahmad Abdullah
4157,1670,delivery delay,high,closed,2022-05-07,2022-05-19,Ravi Iyer
4158,659,delivery delay,medium,pending,2024-05-07,2024-05-14,Michael Davis
4159,1432,delivery delay,low,closed,2022-10-19,,Chris Davis
4160,966,account issue,high,in progress,2024-03-30,,Chris Davis
4161,2713,payment issue,,open,2023-05-18,,Arjun Iyer
4162,444,delivery delay,medium,in progress,2022-05-03,,Siti Hassan
4163,2166,account issue,high,resolved,2024-03-07,2024-03-18,Zul Abdullah
4164,2436,refund request,medium,closed,2023-09-29,2023-09-29,Hafiz Razak
4165,1651,account issue,medium,open,2022-10-20,,Nor Rahman
4166,1763,refund request,low,closed,2024-03-26,2024-04-03,Siti Hassan
4167,190,payment issue,high,closed,2024-01-04,2024-01-15,Sarah Miller
4168,854,payment issue,medium,pending,2024-08-13,,Nor Razak
4169,572,payment issue,low,resolved,2022-10-16,2022-10-25,Tao Ming
4170,695,account issue,medium,closed,2024-09-07,2024-09-10,Ling Chen
4171,905,account issue,medium,pending,2024-04-21,2024-05-10,Siti Hassan
4172,82,refund request,low,in progress,2022-02-23,2022-03-18,Hafiz Razak
4173,1986,delivery delay,low,pending,2024-08-07,,Arjun Singh
4174,1065,payment issue,low,in progress,2024-03-23,2024-04-14,Ahmad Abdullah
4175,626,refund request,low,open,2022-12-09,2022-12-27,Jia Ming
4176,2093,account issue,low,resolved,2022-05-28,2022-05-29,Siti Hassan
4177,401,refund request,low,open,2023-04-06,,Hafiz Razak
4178,1251,delivery delay,low,in progress,2023-02-01,,Sarah Davis
4179,1161,refund request,medium,in progress,2024-04-07,2024-04-28,Nor Abdullah
4180,692,delivery delay,medium,pending,2022-08-08,2022-09-01,Ahmad Rahman
4181,2296,account issue,low,in progress,2024-01-23,,Emily Miller
4182,552,damaged item,low,in progress,2023-09-05,,Hua Chen
4183,72,refund request,,pending,2022-10-02,,Ahmad Abdullah
4184,1866,damaged item,medium,in progress,2024-10-25,2024-10-29,Tao Wong
4185,1572,account issue,medium,pending,2022-07-17,2022-07-19,Ahmad Abdullah
4186,1777,delivery delay,medium,resolved,2022-12-13,2023-01-08,Hafiz Ismail
4187,1284,damaged item,urgent,closed,2022-07-27,2022-08-06,Arjun Iyer
4188,1235,refund request,high,resolved,2023-05-03,,Tao Chen
4189,369,refund request,low,in progress,2024-01-25,2024-02-21,Ling Chen
4190,2906,damaged item,medium,open,2023-11-18,,Laura Brown
4191,665,delivery delay,medium,resolved,2022-05-28,,Ling Chen
4192,958,refund request,medium,closed,2023-12-29,,Swati Nair
4193,57,delivery delay,low,closed,2023-11-09,2023-11-15,Ahmad Hassan
4194,401,delivery delay,medium,resolved,2024-05-27,2024-06-16,Michael Davis
4195,595,refund request,high,closed,2023-08-04,2023-08-09,Sarah Davis
4196,2804,delivery delay,low,resolved,2023-07-21,,Ravi Iyer
4197,1309,delivery delay,medium,pending,2024-01-28,2024-02-04,Arjun Singh
4198,2843,delivery delay,high,resolved,2023-07-11,,Ling Chen
4199,2475,delivery delay,high,in progress,2023-11-03,,Nor Hassan
4200,898,refund request,high,open,2024-05-29,2024-06-23,Nor Rahman
4201,2687,damaged item,medium,pending,2022-09-23,,Ahmad Razak
4202,345,account issue,medium,in progress,2023-12-21,2024-01-07,Ahmad Razak
4203,153,account issue,medium,resolved,2023-01-23,2023-02-02,Nor Rahman
4204,2092,refund request,low,closed,2023-02-23,,David Johnson
4205,268,account issue,low,closed,2024-07-20,,Michael Brown
4206,379,account issue,low,closed,2023-12-17,,Ravi Singh
4207,1999,account issue,high,pending,2022-01-12,2022-01-25,Jia Ming
4208,843,damaged item,low,resolved,2023-01-05,2023-01-29,Jia Xiao
4209,1200,damaged item,urgent,closed,2024-06-01,2024-06-10,Aminah Razak
4210,2574,account issue,high,resolved,2022-01-23,,Jia Liang
4211,2357,damaged item,high,pending,2022-12-11,2023-01-05,Aminah Razak
4212,1558,delivery delay,medium,resolved,2023-07-22,2023-08-17,Ravi Singh
4213,2404,delivery delay,low,open,2023-06-01,2023-06-09,Tao Wong
4214,759,damaged item,low,open,2023-09-23,,Ahmad Rahman
4215,2891,payment issue,low,pending,2024-01-21,2024-02-03,Nor Hassan
4216,1073,delivery delay,high,resolved,2023-10-28,,Laura Brown
4217,1861,payment issue,low,open,2023-08-09,2023-09-08,Sarah Miller
4218,2285,payment issue,medium,resolved,2023-09-09,2023-09-30,Siti Hassan
4219,479,refund request,low,pending,2023-03-06,,David Johnson
4220,3,delivery delay,urgent,closed,2024-07-31,2024-08-24,Nor Abdullah
4221,1790,delivery delay,high,open,2022-01-13,2022-01-23,Sarah Davis
4222,2573,damaged item,high,closed,2024-01-23,,Swati Nair
4223,2534,account issue,medium,closed,2023-06-13,2023-07-11,David Johnson
4224,995,damaged item,low,resolved,2024-10-01,2024-10-20,Nor Rahman
4225,2083,damaged item,low,in progress,2023-07-24,,Ahmad Abdullah
4226,248,payment issue,high,pending,2023-09-18,2023-09-20,Ahmad Rahman
4227,1895,payment issue,medium,resolved,2022-03-23,2022-04-05,David Miller
4228,1517,refund request,high,in progress,2024-10-26,2024-11-07,Sarah Brown
4229,228,refund request,medium,resolved,2024-07-16,2024-08-09,Sarah Davis
4230,2808,damaged item,medium,pending,2023-02-01,,Tao Wong
4231,2045,delivery delay,low,open,2024-08-29,2024-09-20,Ling Chen
4232,110,delivery delay,high,pending,2022-08-12,2022-08-19,Tao Mei
4233,2498,refund request,low,pending,2024-10-20,2024-11-18,Arjun Singh
4234,1882,payment issue,high,resolved,2023-04-11,2023-04-18,Michael Davis
4235,1512,delivery delay,low,in progress,2023-01-24,2023-02-14,Priya Kaur
4236,2989,account issue,high,pending,2023-03-12,2023-04-09,John Smith
4237,2645,refund request,urgent,closed,2022-06-28,2022-07-23,Zul Abdullah
4238,2847,delivery delay,low,closed,2024-09-18,2024-10-11,Kumar Iyer
4239,508,refund request,low,in progress,2023-04-25,2023-05-13,Chris Davis
4240,1664,payment issue,medium,open,2022-12-17,,Hafiz Ismail
4241,2023,account issue,low,in progress,2022-02-16,2022-02-16,Ahmad Abdullah
4242,962,account issue,low,open,2022-07-11,,Swati Singh
4243,2288,account issue,high,pending,2023-10-08,2023-11-02,Ahmad Rahman
4244,354,delivery delay,high,closed,2022-11-12,,Laura Brown
4245,1365,payment issue,medium,open,2022-05-24,2022-06-11,Ling Chen
4246,2516,damaged item,high,pending,2023-02-24,2023-03-05,Priya Kaur
4247,2919,account issue,low,open,2023-11-23,2023-12-05,Ling Xiao
4248,619,account issue,high,in progress,2024-08-11,2024-08-22,Arjun Singh
4249,2080,refund request,urgent,open,2022-04-14,2022-05-03,Sarah Brown
4250,2265,refund request,high,closed,2022-05-13,,Ahmad Rahman
4251,2912,delivery delay,low,pending,2022-09-21,2022-10-16,Kumar Iyer
4252,856,delivery delay,low,in progress,2024-05-09,2024-05-11,Arjun Nair
4253,2774,account issue,medium,open,2024-06-25,2024-07-15,Hua Chen
4254,2950,delivery delay,low,open,2024-10-04,2024-10-23,Tao Mei
4255,921,refund request,medium,resolved,2024-03-10,2024-03-14,Ahmad Abdullah
4256,2210,damaged item,medium,open,2022-02-09,2022-03-04,David Johnson
4257,28,refund request,high,resolved,2022-08-08,2022-08-16,Michael Brown
4258,2368,delivery delay,low,in progress,2023-09-25,2023-10-22,Tao Ming
4259,210,damaged item,medium,in progress,2022-10-04,2022-10-19,Arjun Singh
4260,1817,account issue,low,open,2022-06-02,2022-06-22,John Smith
4261,2991,damaged item,high,closed,2023-12-28,2024-01-10,Ahmad Abdullah
4262,2685,delivery delay,low,pending,2022-12-11,2023-01-01,Sarah Davis
4263,788,refund request,medium,resolved,2022-02-02,2022-02-23,Ling Mei
4264,2450,delivery delay,low,in progress,2024-09-23,2024-10-17,Jia Xiao
4265,1054,delivery delay,low,closed,2024-10-12,,Nor Abdullah
4266,820,account issue,medium,in progress,2024-01-21,2024-01-25,Kumar Iyer
4267,297,delivery delay,low,open,2023-11-18,2023-11-18,Arjun Singh
